Genus	Local	pFDA
Capnocytophaga	58.9442407513201	60.5718161980344
Chryseobacterium	0.22949621865774	0.281984831792246
Riemerella	0.0374469125408737	0.0371220538055614
Elizabethkingia	0.0254690100514156	0.00514463245674901
Bergeyella	0.0192294956290973	0
Myroides	0.00298710611714133	0.00101651108873925
Cloacibacterium	0.00154268309339207	0
Flavobacterium	0.00141494500285642	0.00793033841749243
Nonlabens	0.000697646494463929	0.00152088681979307
Kordia	0.000687820487499649	0
Maribacter	0.000540430383035438	0.00415140024790455
Formosa	0.000491300348214035	0
Gilvibacter	0.000481474341249754	0
Tenacibaculum	0.000442170313392631	0.000434539091369448
Psychroflexus	0.000412692292499789	0.000333663945158684
Empedobacter	0.000294780208928421	0
Polaribacter	0.00028495420196414	0.000869078182738897
Changchengzhania	0.000167042118392772	0
Ornithobacterium	0.000157216111428491	0.00127257876758196
Gramella	0.00014739010446421	0.000232788798947919
Apibacter	0.00014739010446421	0
Winogradskyella	0.000108086076607088	0.00017071178589514
Mariniflexile	6.87820487499649e-05	0.000356942825053475
Aquimarina	4.91300348214035e-05	0
Dokdonia	2.94780208928421e-05	7.75962663159729e-06
Weeksella	2.94780208928421e-05	0.000512135357685421
Lacinutrix	1.96520139285614e-05	7.75962663159729e-06
Antarcticibacterium	1.96520139285614e-05	0
Arenibacter	1.96520139285614e-05	0
Salegentibacter	1.96520139285614e-05	0
Siansivirga	9.8260069642807e-06	0
Muricauda	9.8260069642807e-06	0.000116394399473959
Cellulophaga	9.8260069642807e-06	3.87981331579865e-05
Aequorivita	9.8260069642807e-06	2.32788798947919e-05
Lutibacter	9.8260069642807e-06	0.00109410735505522
Olleya	9.8260069642807e-06	2.32788798947919e-05
Croceibacter	9.8260069642807e-06	0.00167607935242502
Urechidicola	9.8260069642807e-06	0
CandidatusSulcia	5.89560417856842e-05	0.0325671529728138
Ichthyobacterium	1.96520139285614e-05	6.98366396843756e-05
Blattabacterium	9.8260069642807e-06	0.00914859979865321
Porphyromonas	4.89982680680125	3.7897240506058
Petrimonas	0.000776254550178175	0.00448506419306324
Fermentimonas	0.000599386424821122	0.000473337224527435
Tannerella	1.5860550881324	2.2643599262463
Parabacteroides	0.0367099620185527	0.0242953909835311
Prevotella	0.723508544793916	0.725967388772348
Paraprevotella	0.00129703291928505	0
Alloprevotella	6.87820487499649e-05	0
Bacteroides	0.458275138807087	0.395073630321145
Paludibacter	0.0203496604230253	0.0119420653860282
Alistipes	0.00775271949481747	0.0102737456602348
Mucinivorans	0.00519795768410449	1.55192532631946e-05
Muribaculum	0.00454944122446196	0.00770530924517611
Duncaniella	1.96520139285614e-05	0
Odoribacter	0.00302641014499845	0.00387205368916705
Butyricimonas	0.000874514619820982	0
Barnesiella	0.00236806767839165	0.00416691950116775
Proteiniphilum	0.00121842486357081	0.00280122521400662
CandidatusAzobacteroides	0.000216172153214175	0.00364702451685073
Labilibaculum	0.000412692292499789	0
Draconibacterium	6.87820487499649e-05	9.31155195791675e-05
Salinivirga	7.86080557142456e-05	4.65577597895838e-05
Chitinophaga	0.00204380944857038	1.55192532631946e-05
Panacibacter	0.000363562257678386	0
Niabella	1.96520139285614e-05	6.98366396843756e-05
Arachidicoccus	1.96520139285614e-05	3.10385065263892e-05
Filimonas	9.8260069642807e-06	0
Cytophaga	0.000717298508392491	0
Spirosoma	9.8260069642807e-05	0.00017071178589514
Rhodocytophaga	3.93040278571228e-05	0
Runella	2.94780208928421e-05	0
Fibrella	9.8260069642807e-06	1.55192532631946e-05
Hymenobacter	7.86080557142456e-05	0.00179247375189897
Nibribacter	2.94780208928421e-05	0
Pontibacter	9.8260069642807e-06	0.000488856477790629
Cyclobacterium	4.91300348214035e-05	3.10385065263892e-05
Algoriphagus	1.96520139285614e-05	7.75962663159729e-06
CandidatusAmoebophilus	2.94780208928421e-05	3.10385065263892e-05
CandidatusCardinium	1.96520139285614e-05	3.10385065263892e-05
Fabibacter	1.96520139285614e-05	0
Marivirga	9.8260069642807e-06	0
